,Age,MonthlyIncome,TotalWorkingYears,YearsAtCompany,DistanceFromHome,PercentSalaryHike,NumCompaniesWorked,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
2705,21,137570,0,0,2,12,1,0,3,4,0
2706,34,84630,8,4,15,13,2,3,2,1,1
2707,53,31620,26,14,2,15,4,8,3,4,0
2708,32,165980,10,10,10,13,1,7,2,1,1
2709,42,66510,10,9,10,20,0,2,3,2,0
2710,44,23450,24,22,3,15,3,17,1,4,0
2711,46,34200,22,2,2,13,3,1,2,1,0
2712,33,43730,7,1,3,14,4,0,3,4,0
2713,44,47590,9,4,26,21,2,3,4,4,0
2714,30,53010,10,10,1,16,1,8,4,3,0
2715,39,36730,19,1,1,14,3,0,4,4,1
2716,24,47680,6,2,2,11,2,0,2,4,1
2717,43,12740,6,5,9,19,1,4,4,3,0
2718,50,49000,3,3,12,11,1,2,1,3,1
2719,35,104660,2,2,2,13,1,2,4,4,0
2720,36,170070,6,1,25,12,9,0,2,1,0
2721,33,29090,10,5,9,11,2,3,3,1,0
2722,35,57650,1,1,10,14,1,0,3,4,0
2723,27,45990,1,1,8,15,1,0,4,1,0
2724,26,24040,1,1,4,12,1,1,1,3,1
2725,27,31720,9,9,24,20,1,7,4,3,0
2726,30,20330,12,12,1,14,1,7,3,4,0
2727,41,102090,23,22,20,13,1,8,2,3,1
2728,34,86200,10,9,7,13,0,7,2,3,0
2729,37,20640,8,1,17,16,4,0,2,2,0
2730,46,40350,14,9,20,14,4,8,1,4,0
2731,35,38380,1,1,8,16,1,1,4,4,0
2732,48,45910,23,1,2,16,9,0,1,3,1
2733,28,25610,2,2,10,22,1,2,3,3,1
2734,44,15630,9,4,1,12,5,3,2,1,0
2735,35,48980,10,4,5,15,2,3,3,1,0
2736,26,47890,5,2,4,20,7,0,3,4,0
2737,33,31800,15,15,29,14,1,12,1,4,0
2738,35,65490,9,9,15,20,1,8,2,1,0
2739,35,63880,4,2,3,13,3,2,3,1,0
2740,31,112440,10,7,10,12,3,7,4,4,0
2741,37,160320,7,7,4,13,1,7,1,3,0
2742,32,23620,9,9,21,11,1,8,1,4,0
2743,38,163280,10,10,25,17,1,9,4,4,0
2744,50,83760,29,27,2,14,5,8,2,3,0
2745,59,166060,28,21,1,11,7,9,1,1,0
2746,36,86060,17,17,1,14,1,8,3,3,0
2747,55,22720,21,5,7,17,2,2,4,3,0
2748,36,20180,6,6,3,13,1,3,2,2,0
2749,45,70830,25,1,1,12,2,0,2,1,0
2750,35,40840,5,3,9,13,4,2,2,1,0
2751,36,144110,2,1,7,18,0,0,4,3,1
2752,59,23080,20,4,10,19,7,3,1,3,0
2753,29,48410,6,5,28,11,0,4,3,2,0
2754,31,42850,1,1,3,21,1,0,3,2,0
2755,32,97150,10,10,3,15,1,9,2,2,0
2756,36,43200,5,1,2,17,3,0,2,4,0
2757,31,21320,11,11,27,18,1,8,3,4,0
2758,35,101240,16,15,2,14,0,8,3,1,0
2759,45,54730,17,0,14,13,4,0,4,1,0
2760,37,52070,16,5,1,17,4,2,1,3,0
2761,46,164370,16,4,9,15,8,2,2,2,0
2762,30,22960,10,10,18,18,1,0,4,4,0
2763,35,40690,6,6,20,13,1,4,2,3,0
2764,55,74410,24,1,2,12,3,0,1,4,0
2765,38,24300,17,13,11,13,7,9,2,4,0
2766,34,58780,5,5,8,14,1,3,1,2,0
2767,56,26440,37,6,2,11,4,2,4,4,0
2768,23,64390,3,0,10,22,3,0,3,1,0
2769,51,24510,10,4,29,17,3,3,4,4,0
2770,30,63920,11,11,8,21,1,8,3,4,0
2771,46,97140,9,9,1,22,1,7,3,4,1
2772,40,60770,22,22,6,16,1,11,3,2,0
2773,51,24500,11,10,8,12,0,0,3,4,0
2774,30,92500,11,11,9,12,1,7,3,2,0
2775,46,20740,21,10,12,15,2,5,3,1,0
2776,32,101690,12,11,15,14,1,7,2,3,0
2777,54,48550,16,4,25,25,9,3,1,3,0
2778,24,40870,4,3,6,20,0,2,1,3,0
2779,28,23670,5,5,9,13,1,4,2,3,0
2780,58,29720,38,37,8,14,0,8,4,3,0
2781,44,195860,17,3,23,16,4,2,2,2,0
2782,37,54840,7,3,9,17,4,2,3,1,1
2783,32,20610,1,1,12,15,1,0,4,1,0
2784,20,99240,1,1,4,22,1,0,4,4,1
2785,34,41980,16,16,1,22,1,10,1,3,0
2786,37,68150,17,1,24,20,5,0,3,4,0
2787,59,47230,30,3,12,14,9,2,3,4,0
2788,50,61420,28,8,3,13,3,7,1,2,0
2789,25,82370,6,6,10,13,1,3,3,3,1
2790,25,88530,2,2,26,22,1,1,4,4,0
2791,22,193310,1,0,2,12,1,0,2,4,0
2792,51,20730,23,13,1,14,3,8,1,1,0
2793,34,55620,9,9,4,15,1,6,1,3,1
2794,54,196130,23,5,9,17,2,4,4,4,0
2795,24,34070,6,5,2,13,0,2,2,3,0
2796,34,50630,12,1,4,12,6,0,3,2,0
2797,37,46390,12,5,6,12,2,3,3,4,0
2798,34,48760,14,11,9,21,2,8,3,1,0
2799,36,26900,10,9,7,11,0,8,2,4,0
2800,36,175670,7,1,1,13,5,0,1,4,0
2801,43,24080,25,25,3,12,1,12,3,4,0
2802,30,28140,10,10,10,24,1,9,1,3,0
2803,33,112450,8,7,7,21,0,7,3,2,0
2804,56,33120,7,5,15,19,9,3,2,2,1
2805,51,190490,23,20,3,14,7,15,1,3,0
2806,31,21410,12,7,2,20,4,7,2,3,1
2807,26,57690,5,5,17,19,1,3,3,2,0
2808,58,43850,40,40,2,13,1,6,4,4,1
2809,19,53320,0,0,5,23,1,0,4,3,1
2810,22,46630,3,2,29,13,0,1,3,4,0
2811,49,47240,16,15,2,11,1,11,3,1,0
2812,43,32110,18,3,2,13,4,2,2,3,0
2813,50,53770,16,2,19,14,4,1,3,4,0
2814,31,40660,4,2,15,22,3,2,2,3,1
2815,41,52080,12,9,17,11,3,7,3,3,0
2816,26,48770,8,8,17,13,1,7,3,3,0
2817,36,31170,7,3,25,21,6,1,2,2,0
2818,51,15690,18,4,6,11,2,3,1,4,1
2819,39,196580,17,15,7,13,4,9,4,3,0
2820,25,30690,6,2,29,14,2,2,1,3,0
2821,30,104350,12,11,21,11,0,7,3,4,0
2822,32,41480,10,5,2,15,7,4,1,1,1
2823,45,57680,9,6,2,23,5,3,3,4,0
2824,38,50420,19,3,7,16,3,2,4,3,0
2825,30,57700,5,5,13,16,1,4,1,3,0
2826,32,77560,9,8,2,21,0,7,4,4,0
2827,30,103060,8,3,1,13,5,2,4,1,0
2828,30,39360,6,5,9,11,0,2,2,4,0
2829,41,79450,21,7,10,12,4,7,4,1,0
2830,41,57430,7,5,10,12,2,4,3,1,0
2831,19,152020,1,1,1,18,1,0,2,2,0
2832,40,54400,20,20,26,12,1,13,2,2,0
2833,35,37600,10,10,8,14,1,6,3,2,0
2834,53,35170,13,7,14,12,2,5,2,3,0
2835,45,25800,20,17,1,17,8,15,2,2,0
2836,32,21660,9,9,2,19,1,7,2,4,0
2837,29,58690,10,10,10,11,1,9,4,3,0
2838,51,80080,10,1,1,15,2,0,2,3,0
2839,58,52060,9,1,3,11,4,0,2,2,0
2840,40,52950,15,12,11,18,7,11,3,4,0
2841,34,164130,6,4,24,16,6,2,3,3,0
2842,22,132690,2,2,3,25,1,2,3,4,0
2843,27,27830,6,2,3,16,6,2,4,2,0
2844,28,54330,5,5,4,13,1,2,3,4,0
2845,57,20130,12,5,3,14,3,4,3,4,0
2846,27,139660,1,1,2,19,1,1,3,3,0
2847,50,43740,21,5,4,15,3,4,3,2,0
2848,41,68420,13,9,7,12,4,8,1,3,0
2849,30,174260,12,10,1,12,2,4,2,4,0
2850,38,176030,12,8,1,16,4,7,1,4,0
2851,32,45810,8,5,20,14,3,4,3,3,0
2852,27,47350,6,5,5,13,0,1,3,2,0
2853,19,41870,1,0,10,22,0,0,3,1,1
2854,36,55050,13,8,25,21,4,2,4,2,0
2855,30,54700,12,12,1,18,1,10,3,1,0
2856,45,54760,9,5,24,13,4,3,3,1,0
2857,56,25870,19,2,4,12,4,2,3,1,0
2858,33,24400,4,3,2,18,0,2,3,4,0
2859,19,159720,1,1,8,21,1,0,2,4,1
2860,46,153790,24,24,10,12,1,7,2,1,0
2861,38,70820,2,2,4,14,1,1,3,4,0
2862,31,27280,7,4,2,11,8,2,3,4,0
2863,34,53680,9,3,9,14,2,2,4,2,0
2864,41,53470,4,4,18,24,1,2,2,2,1
2865,50,31950,5,3,19,11,2,2,3,3,0
2866,53,39890,5,4,1,13,1,3,4,1,0
2867,33,33060,8,8,4,11,1,6,4,2,0
2868,40,70050,21,20,11,20,1,9,4,3,0
2869,55,26550,36,24,6,17,8,15,3,2,0
2870,34,13930,10,10,7,11,1,9,4,3,0
2871,51,25700,21,7,4,18,3,0,4,2,0
2872,52,35370,34,33,2,11,0,9,3,3,0
2873,27,39860,7,7,15,12,1,3,4,2,0
2874,35,108830,8,1,2,12,3,1,2,3,1
2875,43,20280,7,5,6,20,4,2,4,4,0
2876,45,95250,22,20,9,19,9,8,1,4,0
2877,37,29290,8,8,7,12,1,7,2,1,0
2878,35,22750,10,6,1,13,5,2,2,2,0
2879,42,78790,11,5,1,11,2,2,3,3,0
2880,38,49300,14,1,8,14,9,0,4,3,0
2881,38,78470,9,7,25,14,3,7,4,4,0
2882,27,44010,6,2,13,13,5,0,3,1,0
2883,49,92410,7,7,23,19,1,7,4,4,0
2884,34,29740,5,5,7,23,1,0,4,3,0
2885,40,45020,15,7,23,12,8,7,3,4,0
2886,38,107480,17,1,6,15,7,0,2,1,1
2887,29,15550,10,10,10,19,1,9,2,4,1
2888,22,129360,4,4,1,11,1,2,4,2,0
2889,36,23050,8,8,1,17,1,7,2,4,0
2890,40,167040,5,3,28,22,9,2,4,4,0
2891,46,34330,17,4,25,18,7,3,4,1,0
2892,32,34770,14,14,5,11,1,8,4,4,1
2893,30,64300,12,11,17,12,1,8,3,3,0
2894,27,65160,7,7,18,19,1,7,4,3,0
2895,51,39070,16,10,2,13,5,7,2,2,0
2896,30,55620,8,5,10,13,5,4,4,1,1
2897,41,68830,16,1,1,19,3,0,4,4,0
2898,30,28620,9,6,3,14,5,1,3,1,1
2899,29,49780,7,6,2,13,0,5,3,3,1
2900,45,103680,23,19,2,12,6,8,4,4,0
2901,54,61340,16,6,8,19,2,5,4,1,0
2902,36,67350,16,13,16,25,8,7,4,2,0
2903,33,32950,7,3,9,22,6,1,3,2,0
2904,37,52380,10,10,2,15,1,7,2,4,0
2905,38,64720,17,16,1,12,0,13,1,3,0
2906,31,96100,6,5,4,11,0,4,3,3,0
2907,59,198330,7,1,5,13,3,0,3,4,0
2908,37,97560,13,9,2,19,4,8,1,4,0
2909,29,49680,11,11,15,19,1,1,2,4,0
2910,35,21450,10,10,19,13,1,8,3,3,0
2911,29,21800,4,4,7,21,1,1,3,4,1
2912,52,83460,6,2,1,14,7,2,3,4,0
2913,42,34450,22,22,7,11,1,15,3,4,0
2914,59,27600,7,2,4,11,8,2,2,3,0
2915,50,62940,32,7,11,23,3,6,4,4,0
2916,33,71400,8,5,11,21,5,4,3,4,1
2917,43,29320,22,17,1,24,5,9,4,4,0
2918,33,51470,13,9,1,11,7,7,1,1,1
2919,52,45070,33,33,2,14,1,12,1,3,0
2920,32,85640,6,4,13,16,2,2,3,2,0
2921,32,24680,4,3,23,11,0,2,4,3,1
2922,39,81610,7,3,26,12,7,2,3,3,0
2923,32,21090,4,3,2,13,0,2,3,4,0
2924,41,52940,17,1,29,15,2,0,3,1,0
2925,40,27180,9,9,2,14,1,7,3,4,0
2926,45,58110,25,24,18,14,0,7,3,4,0
2927,31,24370,9,2,7,14,9,2,2,3,0
2928,33,27660,2,2,2,12,1,2,3,4,0
2929,34,190380,13,11,26,13,6,9,4,1,0
2930,37,30550,17,3,22,14,2,2,3,1,0
2931,45,22890,9,3,21,13,4,2,1,3,0
2932,37,40010,17,1,2,11,6,0,1,3,1
2933,39,129650,20,19,22,19,0,8,3,3,0
2934,29,35390,6,6,4,18,1,5,3,4,0
2935,42,60290,10,3,5,17,3,2,4,1,0
2936,29,26790,10,3,2,15,2,2,4,4,0
2937,25,37020,5,4,25,20,0,2,1,3,0
2938,42,23980,10,9,18,14,0,8,4,1,0
2939,40,54680,22,21,28,12,0,9,1,3,0
2940,51,131160,1,1,6,11,1,0,3,4,0
2941,31,41890,6,5,10,23,0,4,3,2,1
2942,32,193280,5,5,17,15,1,3,2,2,0
2943,38,83210,13,8,2,11,3,5,4,4,0
2944,32,23420,9,6,10,12,4,4,4,1,0
2945,46,40710,28,7,8,13,3,7,3,2,0
2946,28,58130,5,0,11,20,2,0,1,3,1
2947,29,31430,10,0,18,22,2,0,1,2,0
2948,31,20440,10,9,1,21,0,8,2,4,0
2949,25,134640,6,6,7,13,1,5,2,1,0
2950,45,79910,21,20,17,13,0,10,3,4,0
2951,36,33770,16,15,28,12,0,11,4,4,0
2952,55,55380,37,36,14,17,0,13,4,1,0
2953,47,57620,10,10,1,11,1,9,1,2,1
2954,28,25920,5,5,1,14,1,4,4,4,0
2955,37,53460,7,5,1,11,4,1,3,4,0
2956,21,42130,3,3,3,12,1,0,4,3,0
2957,37,41270,15,5,1,13,2,2,1,4,0
2958,35,24380,10,7,7,16,7,2,2,2,0
2959,38,68700,8,8,8,11,1,7,1,1,0
2960,26,104470,6,6,1,18,1,4,3,2,0
2961,50,96670,28,10,8,23,3,6,1,2,0
2962,53,21480,21,5,11,11,3,3,3,3,0
2963,42,89260,20,20,4,14,1,6,2,3,0
2964,29,65130,10,10,16,11,1,9,2,4,0
2965,55,67990,12,10,1,11,3,8,2,4,0
2966,26,162910,5,5,9,22,1,3,1,1,0
2967,37,27050,17,17,5,11,1,7,4,4,0
2968,44,103330,19,1,1,14,3,0,4,3,1
2969,38,44480,10,2,2,12,9,2,4,4,0
2970,26,68540,5,3,4,11,2,2,1,2,1
2971,28,96370,5,5,7,13,1,2,4,4,0
2972,49,35910,22,3,1,13,9,2,3,1,0
2973,36,54050,10,8,5,14,4,7,3,2,0
2974,31,46840,2,2,9,16,1,2,4,2,0
2975,26,157870,8,8,8,12,1,4,4,4,1
2976,37,15140,4,4,9,14,1,2,2,4,0
2977,42,29560,23,20,2,13,5,8,3,2,0
2978,18,23350,0,0,1,14,1,0,3,3,1
2979,35,51540,12,11,20,19,0,9,3,2,0
2980,36,69620,4,1,8,12,4,0,3,4,0
2981,51,56750,13,4,2,13,5,2,4,2,0
2982,41,23790,22,22,29,12,1,4,4,2,0
2983,18,38120,0,0,7,15,1,0,4,3,0
2984,28,46480,9,8,9,23,0,7,2,1,0
2985,31,29360,10,8,8,12,4,7,2,4,0
2986,39,21050,19,18,5,20,0,7,3,4,0
2987,36,85780,11,9,5,21,7,8,2,2,0
2988,32,27060,13,13,2,21,1,8,4,3,0
2989,38,63840,19,10,5,19,3,1,1,2,0
2990,58,39680,12,5,2,13,2,2,4,3,0
2991,31,99070,6,5,20,13,0,3,3,4,0
2992,31,132250,9,2,7,21,3,0,1,1,0
2993,45,35400,24,24,3,13,1,11,1,1,0
2994,31,28040,3,2,16,19,0,2,3,4,0
2995,33,193920,12,10,9,12,6,8,4,2,0
2996,39,196650,21,21,1,22,1,10,3,1,0
2997,43,24390,9,8,7,15,0,7,3,4,0
2998,49,73140,25,7,1,22,7,7,3,3,0
2999,52,47740,11,8,7,18,2,7,3,2,1
3000,27,39020,4,4,15,22,1,2,3,2,0
3001,32,26620,13,13,1,11,1,9,3,2,0
3002,27,28560,5,5,13,12,1,4,4,3,0
3003,31,10810,13,7,24,11,4,7,4,4,0
3004,32,24720,10,7,7,13,7,7,1,4,0
3005,28,56730,5,3,9,14,5,2,1,4,1
3006,30,41970,11,10,13,13,1,9,4,4,0
3007,31,97130,10,10,2,17,1,9,3,3,0
3008,39,20620,21,21,19,13,1,3,3,4,0
3009,39,42840,12,1,1,17,4,0,4,3,1
3010,33,47880,9,7,4,11,3,1,2,4,0
3011,47,59060,21,3,4,23,4,1,4,3,0
3012,43,38860,9,9,14,17,1,0,3,3,0
3013,27,168230,6,5,2,17,0,4,3,2,0
3014,54,29330,20,4,1,12,3,3,4,3,0
3015,43,65000,10,1,7,23,8,0,3,1,0
3016,45,171740,12,10,3,14,9,8,4,4,0
3017,40,50330,6,4,2,14,2,2,2,4,0
3018,29,23070,7,7,29,13,1,7,2,1,1
3019,29,25870,4,3,8,22,0,2,2,4,0
3020,30,55070,10,10,10,12,1,2,4,3,0
3021,27,43930,8,8,11,18,1,7,2,2,0
3022,37,133480,8,6,1,14,7,4,4,4,0
3023,38,65830,12,11,28,12,0,9,3,4,0
3024,31,81030,11,11,6,15,1,10,3,4,0
3025,29,39780,7,7,3,11,1,7,4,2,0
3026,35,25440,17,16,16,13,0,13,3,2,0
3027,23,53990,4,4,20,23,1,2,3,4,0
3028,41,54870,8,5,9,19,6,2,4,2,0
3029,47,68340,5,0,1,16,3,0,2,3,0
3030,42,10910,16,1,3,22,2,0,1,4,0
3031,29,57360,4,4,22,22,1,2,4,3,0
3032,42,22260,4,3,7,12,0,0,3,3,0
3033,32,57470,8,8,2,13,1,7,3,2,0
3034,48,98540,15,0,13,16,3,0,1,3,0
3035,37,54670,13,7,8,12,4,7,3,1,0
3036,30,53800,4,2,25,21,7,2,4,3,0
3037,26,51510,8,8,28,15,1,7,3,3,0
3038,42,21330,14,1,2,13,3,0,1,4,0
3039,21,178750,3,3,9,12,1,2,1,2,1
3040,36,24320,7,1,28,22,4,0,4,4,0
3041,36,47710,16,13,6,13,4,12,1,4,0
3042,57,191610,15,3,21,18,2,2,4,3,0
3043,40,50870,10,7,8,14,3,7,4,3,0
3044,21,28630,3,3,1,14,1,2,1,4,0
3045,33,55610,1,1,28,21,1,0,4,3,1
3046,37,21440,17,5,5,19,6,3,3,1,0
3047,46,30650,7,1,2,11,2,0,3,3,0
3048,41,28100,8,8,16,11,1,7,1,2,1
3049,50,98880,20,4,9,15,6,3,4,4,0
3050,40,86280,8,6,8,20,2,0,3,3,1
3051,31,28670,3,2,1,24,0,2,3,2,0
3052,21,53730,1,1,10,12,1,0,3,2,1
3053,29,66670,6,3,1,12,9,2,4,4,0
3054,35,50030,10,1,29,15,9,0,3,2,0
3055,27,23670,5,5,2,12,1,4,4,2,0
3056,28,28580,7,7,2,12,1,7,2,4,0
3057,49,52040,26,5,2,14,8,0,2,3,0
3058,51,41050,18,7,1,22,4,7,3,4,0
3059,36,96790,6,2,15,12,4,2,4,3,0
3060,34,56170,9,5,7,25,8,4,1,4,1
3061,55,104480,30,5,26,13,2,2,3,4,0
3062,24,28970,5,5,1,18,1,3,4,3,0
3063,30,59680,1,1,3,13,2,0,3,2,0
3064,26,75100,7,6,14,18,0,4,3,1,1
3065,22,29910,2,2,16,19,1,2,1,2,0
3066,36,196360,10,10,1,12,1,0,2,3,0
3067,30,11290,3,1,3,19,9,0,3,4,1
3068,37,133410,18,18,10,14,1,17,4,1,0
3069,40,43320,8,5,6,14,7,3,4,2,0
3070,42,110310,8,5,2,12,3,2,2,1,0
3071,37,44400,18,1,9,11,2,1,3,2,0
3072,43,46170,25,25,10,11,1,9,1,2,0
3073,40,26470,20,1,6,13,6,0,2,3,0
3074,54,63230,24,4,9,23,4,2,1,1,0
3075,34,56770,6,3,28,20,9,2,3,3,0
3076,31,21870,13,13,10,15,1,12,2,1,0
3077,43,37480,8,3,14,14,7,2,4,4,0
3078,43,39770,8,5,27,18,4,2,3,3,0
3079,25,86330,5,5,7,19,1,3,2,4,0
3080,37,20080,15,13,1,22,3,7,2,3,0
3081,31,44400,4,4,24,13,1,2,4,1,0
3082,39,30670,21,21,26,20,1,6,2,3,0
3083,56,53210,36,7,20,14,9,7,3,1,0
3084,30,54100,6,5,5,17,0,4,2,3,0
3085,41,27820,10,10,7,14,1,7,2,4,0
3086,28,119570,10,10,7,13,1,8,3,1,0
3087,25,26600,6,2,5,13,5,2,1,1,1
3088,52,33750,28,5,26,21,2,4,4,3,0
3089,45,50980,8,2,2,14,3,2,1,4,0
3090,52,48780,31,5,12,11,2,4,4,4,0
3091,42,28370,19,5,10,13,2,2,1,3,0
3092,30,24060,11,5,25,20,2,2,3,4,0
3093,60,22690,33,29,10,18,5,10,1,1,0
3094,46,41080,19,10,19,14,2,8,3,3,0
3095,42,132060,7,6,18,13,0,4,4,4,0
3096,24,104220,6,5,27,17,1,4,1,2,1
3097,34,137440,3,2,5,20,0,0,4,3,1
3098,38,49070,1,1,3,11,1,0,4,4,0
3099,40,34820,21,20,26,18,0,12,3,3,0
3100,26,24360,3,3,3,24,1,2,1,4,0
3101,30,23800,9,5,15,18,4,4,3,4,0
3102,29,194310,10,10,8,11,1,7,2,3,0
3103,29,17900,6,2,19,16,5,1,3,2,1
3104,19,76440,1,1,4,15,1,0,1,4,1
3105,30,51310,10,9,2,15,0,8,3,1,0
3106,57,63060,32,1,2,12,3,0,1,4,0
3107,50,47870,28,27,10,12,0,7,2,3,0
3108,30,188800,12,11,10,22,0,7,3,4,0
3109,60,23390,22,18,16,20,4,11,3,1,0
3110,47,135700,20,5,1,16,5,4,1,4,0
3111,46,67120,26,3,4,21,6,1,1,3,0
3112,35,54060,6,5,15,12,0,3,4,3,0
3113,54,89380,19,1,2,11,7,0,3,3,0
3114,34,24390,14,7,8,11,3,7,3,3,0
3115,46,88370,15,3,2,18,2,2,3,4,0
3116,31,53430,13,13,7,14,1,8,3,2,0
3117,33,67280,15,7,10,22,7,7,2,3,1
3118,33,66520,8,4,5,25,7,3,1,4,1
3119,30,48500,4,3,2,12,0,2,4,2,0
3120,35,28090,10,8,12,23,4,0,4,3,0
3121,31,56890,12,1,22,15,3,0,1,3,1
3122,34,20010,11,3,17,22,9,2,2,1,1
3123,42,29770,8,2,2,15,4,0,2,3,0
3124,36,40250,10,10,3,11,1,7,2,4,0
3125,22,37850,4,2,7,13,5,2,3,3,1
3126,48,108540,14,9,6,14,2,7,2,4,0
3127,55,120310,37,10,1,11,3,7,1,2,0
3128,41,99360,16,14,3,17,7,10,4,4,0
3129,35,29660,15,11,22,18,9,9,2,3,0
3130,40,25710,22,20,15,14,7,13,2,3,0
3131,39,99910,8,8,12,16,1,7,3,3,0
3132,31,61420,10,6,1,13,4,5,2,4,0
3133,42,53900,10,10,5,14,1,8,4,1,0
3134,45,44040,9,8,2,23,0,7,4,2,0
3135,26,59930,8,7,2,12,0,0,2,3,1
3136,29,51300,8,3,5,11,4,2,4,4,0
3137,33,20900,10,6,16,16,4,5,1,3,0
3138,31,29090,10,5,2,14,9,1,3,4,0
3139,18,34680,0,0,2,18,1,0,2,2,1
3140,40,30680,20,1,1,19,3,1,3,1,0
3141,41,26700,10,8,23,15,2,7,1,3,0
3142,26,26930,8,0,9,17,5,0,1,3,0
3143,35,95260,5,5,16,15,1,3,1,3,0
3144,34,52370,10,10,26,19,1,7,4,4,0
3145,26,24260,1,1,1,22,1,0,3,4,1
3146,37,41930,12,6,8,16,4,2,2,4,0
3147,46,29110,28,2,4,13,5,2,1,3,0
3148,41,26610,22,18,24,14,7,8,2,1,0
3149,37,20280,9,9,7,16,1,7,1,2,0
3150,52,99800,18,10,2,11,3,9,4,1,0
3151,32,32980,6,4,7,22,8,2,4,3,1
3152,24,29350,3,2,22,14,0,1,4,4,0
3153,38,154270,18,1,5,16,3,0,3,3,0
3154,37,39440,8,6,1,11,6,3,2,2,0
3155,49,40110,31,31,21,18,1,9,4,3,0
3156,24,34070,6,6,1,15,1,4,2,4,0
3157,26,119940,6,5,19,14,1,4,1,2,0
3158,24,12320,1,1,7,12,1,0,4,2,0
3159,50,29600,32,32,2,14,1,7,1,2,0
3160,25,190940,7,7,2,16,1,6,2,3,0
3161,24,39190,6,6,2,21,1,2,1,3,1
3162,30,68250,1,1,9,14,1,0,2,1,1
3163,34,102480,6,6,6,12,1,3,2,4,0
3164,31,189470,9,3,9,12,2,2,2,1,1
3165,35,24960,9,3,2,17,4,2,1,4,0
3166,31,64650,13,7,1,17,4,7,1,4,0
3167,27,22060,6,5,22,14,0,3,1,3,0
3168,37,20860,17,3,9,14,4,0,4,3,0
3169,20,22930,1,1,17,13,1,0,4,2,0
3170,42,26450,10,10,28,15,1,2,3,4,0
3171,43,26830,21,1,10,11,4,0,2,4,0
3172,38,20140,8,0,2,17,3,0,3,1,0
3173,43,34190,10,8,4,11,3,7,4,3,0
3174,48,53760,21,3,8,13,7,2,4,1,0
3175,44,19510,10,2,29,22,4,2,1,3,0
3176,34,23410,8,8,13,20,1,6,3,3,0
3177,27,22930,5,4,27,18,0,2,3,1,1
3178,21,87260,3,3,16,11,1,2,3,3,0
3179,44,40110,26,2,2,14,4,1,4,4,0
3180,22,195450,3,2,2,14,0,2,1,3,0
3181,33,45680,6,5,13,18,0,2,3,3,0
3182,32,30220,6,6,1,16,1,5,1,4,0
3183,30,57720,1,1,4,17,1,0,3,3,0
3184,53,22690,18,14,24,11,7,10,4,1,0
3185,34,53810,10,10,1,12,1,8,2,4,0
3186,45,34410,5,1,19,13,2,0,1,1,1
3187,26,54540,3,3,7,13,1,2,3,4,0
3188,37,98840,10,10,4,14,1,8,3,3,0
3189,29,41570,6,6,2,17,1,2,2,3,0
3190,35,134580,17,17,10,11,1,8,2,4,0
3191,33,90690,15,13,8,25,3,7,3,4,0
3192,54,40140,16,9,5,19,2,1,3,2,0
3193,36,59150,13,3,8,13,2,2,2,2,0
3194,27,59930,5,4,9,14,0,1,1,4,0
3195,20,61620,1,1,1,12,1,1,4,3,1
3196,33,24060,10,10,15,11,1,7,1,1,1
3197,35,187400,1,1,2,19,1,0,3,3,0
3198,23,76370,5,3,2,11,2,2,1,1,0
3199,25,100960,4,3,11,11,0,2,4,2,0
3200,38,147560,8,7,16,20,0,5,4,4,0
3201,29,64990,10,10,2,18,1,8,2,4,0
3202,48,97240,12,2,16,13,3,2,2,2,0
3203,27,21940,6,6,4,12,1,4,4,4,0
3204,37,33880,4,1,16,11,3,0,4,4,0
3205,50,54730,20,20,5,19,1,8,4,3,0
3206,34,27030,9,8,18,21,1,7,4,2,0
3207,24,25010,4,2,17,12,9,0,1,3,1
3208,39,62200,20,20,12,14,1,10,4,3,0
3209,32,30380,10,10,2,11,1,8,4,4,0
3210,50,44240,18,4,4,14,3,3,2,3,1
3211,38,43120,10,9,9,12,0,8,2,4,0
3212,27,132450,9,9,10,23,1,7,3,1,0
3213,32,136640,10,7,1,14,3,7,3,4,0
3214,47,50210,20,7,2,17,2,7,4,1,0
3215,40,51260,20,18,3,18,5,12,4,1,0
3216,53,28590,32,5,7,18,3,3,3,3,0
3217,41,102390,23,21,6,24,3,6,2,4,0
3218,60,53290,10,2,8,20,8,2,1,1,0
3219,27,43250,9,9,29,14,1,7,4,1,0
3220,41,72600,22,22,3,16,1,10,4,3,0
3221,50,23220,4,2,9,25,7,2,4,2,0
3222,28,20750,10,7,2,18,7,7,1,2,1
3223,36,41520,10,8,10,19,9,5,1,1,0
3224,38,96190,10,1,1,13,4,0,3,3,0
3225,44,135030,9,5,8,12,2,4,1,3,0
3226,47,54410,28,22,27,22,9,13,4,3,0
3227,30,52090,10,8,8,14,7,7,3,4,0
3228,29,106730,1,1,1,13,1,0,3,3,0
3229,42,50100,7,2,10,21,6,2,3,3,1
3230,43,135490,7,2,26,11,3,2,4,4,0
3231,34,49990,10,5,2,12,3,3,2,3,0
3232,23,42210,5,4,13,11,1,2,2,1,0
3233,39,138720,12,8,2,12,9,6,3,2,0
3234,56,20420,30,10,2,12,7,1,3,4,0
3235,40,20730,5,4,9,14,0,3,4,4,0
3236,27,29560,9,7,10,13,8,7,4,1,0
3237,29,29260,2,2,20,15,1,2,4,2,0
3238,53,48090,19,2,9,18,2,2,4,4,0
